,id,host_id,minimum_nights,last_review,reviews_per_month
22154,17839944,122026078,2,2019-06-23,0.29
22155,17840284,122028274,3,2018-08-13,0.16
22156,17840682,122032246,2,2017-04-21,0.07
22157,17841354,122038353,15,2019-06-09,0.31
22158,17842111,122044895,3,2019-06-22,4.35
22159,17842115,68228552,7,2018-10-28,0.33
22160,17842170,122044489,1,,
22161,17843168,112335936,3,2019-04-21,0.42
22162,17843998,23089531,2,2019-06-02,0.32
22163,17844130,101127101,3,2019-05-27,0.95
22164,17844682,22456949,2,2019-06-23,3.95
22165,17845507,122079426,1,2017-06-12,0.71
22166,17845650,121620125,8,2018-02-02,0.44
22167,17847040,31451454,2,2019-06-15,2.65
22168,17848298,9871522,2,2018-05-07,0.14
22169,17848627,122118705,2,2019-06-30,3.17
22170,17848657,12117418,2,2017-08-28,0.11
22171,17848838,57651976,1,2017-10-01,0.11
22172,17849234,6945333,27,,
22173,17853353,48106825,2,2019-04-16,1.58
22174,17855771,34745360,20,2017-06-01,0.04
22175,17856672,53978622,3,2019-06-24,2.92
22176,17857431,2065971,5,2018-08-12,0.12
22177,17857890,25502436,2,2018-11-16,0.19
22178,17858824,611137,3,2019-04-22,0.34
22179,17860067,7573472,3,2018-01-07,0.07
22180,17860607,10914834,2,2019-07-01,3.92
22181,17860684,41069190,4,,
22182,17861841,47591528,1,2019-05-23,0.52
22183,17863000,451032,3,2019-06-21,1.28
22184,17864665,4059918,14,2019-07-06,0.36
22185,17865806,5828830,7,2018-07-28,0.5
22186,17865967,100128949,90,2017-07-01,0.08
22187,17866018,122283834,5,2019-06-17,0.96
22188,17866206,114736959,2,2019-05-27,2.13
22189,17866302,22089863,1,2019-02-17,0.4
22190,17872922,30494797,20,2018-12-22,0.42
22191,17874595,122372251,1,2018-04-21,2.93
22192,17875002,10387304,2,2019-07-01,0.77
22193,17875156,56076854,5,2019-07-05,3.04
22194,17876530,11305944,2,2019-06-13,2.67
22195,17876921,47054725,4,2017-09-20,0.22
22196,17877959,116754031,2,2019-06-30,1.38
22197,17879131,122419373,2,2019-06-17,4.33
22198,17880254,9808458,2,2019-01-01,0.52
22199,17880865,59654765,3,2017-04-19,0.11
22200,17881079,17232044,7,2019-01-02,0.26
22201,17881120,122442440,2,2019-06-25,2.21
22202,17881234,2581995,4,2019-05-18,1.06
22203,17881553,22384027,1,2019-05-27,2.99
22204,17887213,17859338,5,2019-07-04,2.4
22205,17887871,122513490,3,2019-06-21,2.67
22206,17888337,120767920,3,2019-06-16,3.4
22207,17889021,17739345,1,,
22208,17891040,55981584,1,2017-04-10,0.11
22209,17892114,6716330,3,2019-06-13,2.39
22210,17892835,25753120,5,,
22211,17892920,14991730,5,2019-06-24,2.15
22212,17893008,39832770,6,,
22213,17893069,10838291,7,2017-05-13,0.04
22214,17893797,26821811,3,2018-08-02,0.09
22215,17897913,92561578,1,2019-06-30,0.99
22216,17899730,94382194,1,2019-06-09,1.57
22217,17899990,92963740,3,2019-07-01,1.25
22218,17900193,122650568,2,2017-04-21,0.11
22219,17900243,1481058,10,2018-01-01,0.07
22220,17900681,8748472,2,2017-05-01,0.18
22221,17902970,122679380,1,2019-07-01,8.07
22222,17904788,12194903,7,,
22223,17905460,8288491,2,2018-05-21,0.15
22224,17905479,4253817,4,2019-06-13,1.66
22225,17905970,122714664,4,2019-06-04,1.06
22226,17906420,6899124,1,2019-06-23,1.44
22227,17906601,122722874,4,2019-06-17,4.18
22228,17906990,23377863,4,2019-07-05,0.47
22229,17907935,77809736,2,,
22230,17908179,5502239,5,2018-05-08,0.12
22231,17908331,4601948,2,2018-09-23,0.49
22232,17915565,80508435,1,2018-07-22,1.04
22233,17919742,8894559,2,2018-11-25,0.31
22234,17922181,5162192,30,2019-05-19,0.38
22235,17922242,14135981,5,2019-06-11,1.58
22236,17923165,47056437,1,,
22237,17923261,122884945,6,2019-07-04,2.7
22238,17925337,122498535,30,2018-04-07,0.48
22239,17926910,122924398,1,2019-06-22,4.54
22240,17929219,28588488,1,2019-06-29,1.43
22241,17934924,2587680,4,2019-06-16,0.46
22242,17937309,24258807,8,2019-01-04,0.44
22243,17937356,855079,1,2019-04-01,1.75
22244,17938337,96841679,2,2019-06-22,3.7
22245,17938814,55199493,2,2019-06-16,3.67
22246,17938886,92277042,2,2018-06-12,0.22
22247,17940029,61875246,1,2019-07-06,5.35
22248,17940041,44951851,3,2019-04-24,0.42
22249,17940198,24383863,2,2019-06-25,0.98
22250,17941316,121841485,3,2018-11-05,0.85
22251,17941851,1432946,3,2019-06-30,6.37
22252,17941948,122922752,31,,
22253,17943407,3463177,7,2019-06-30,0.23
22254,17943774,84979306,1,2018-09-21,0.22
22255,17943817,123102489,2,2017-05-08,0.07
22256,17944140,107455767,15,2018-06-24,1.4
22257,17944219,10744966,2,2017-09-02,0.4
22258,17944802,1883931,3,2019-06-19,0.55
22259,17946985,110872398,2,2018-03-31,0.58
22260,17951580,112901574,2,2019-07-05,2.86
22261,17952277,62685070,5,,
22262,17952472,105074140,1,2019-02-20,0.44
22263,17955761,4204783,2,2019-06-26,0.43
22264,17956381,4112547,7,2018-12-01,0.42
22265,17956441,22541573,30,,
22266,17957197,2372486,7,,
22267,17957521,123233613,7,2019-06-03,1.26
22268,17957663,1036161,1,2019-06-23,0.5
22269,17958414,123048179,3,2019-06-16,1.65
22270,17959888,123271654,2,2018-10-14,0.85
22271,17960375,36232508,3,2018-10-29,1.11
22272,17961885,123307264,14,2018-10-30,0.11
22273,17962656,23981711,3,2019-05-11,1.05
22274,17963856,24010376,1,2017-12-28,0.05
22275,17968140,119523037,1,2019-01-16,0.17
22276,17971100,42093468,5,2019-05-19,2.05
22277,17972013,42093468,5,2018-01-18,0.65
22278,17972466,33200173,3,2017-09-26,0.16
22279,17973686,11478291,3,2019-07-03,3.25
22280,17974244,231704,30,2018-05-12,0.07
22281,17975664,123458466,1,2019-05-28,0.55
22282,17975818,11259589,3,2017-06-28,0.11
22283,17977439,123483050,1,2019-06-19,2.47
22284,17978997,122026078,2,2017-08-07,0.26
22285,17979046,63772058,2,,
22286,17979132,70619358,1,,
22287,17979764,84497333,5,2017-04-15,0.07
22288,17980140,12390595,7,2017-06-16,0.04
22289,17980714,23354644,2,2019-06-26,1.21
22290,17981267,123518076,2,2019-07-01,3.04
22291,17981447,95286194,1,2019-06-23,1.92
22292,17986678,123567556,1,2019-06-22,5.58
22293,17988221,4296251,2,,
22294,17988416,123580100,1,2019-06-17,3.01
22295,17989537,4296251,2,,
22296,17989780,12388182,2,2017-04-24,0.07
22297,17990894,98697139,4,2019-05-11,0.86
22298,17991699,231704,31,,
22299,17992512,74282739,1,2019-06-24,7.12
22300,17993317,116408324,2,2019-06-09,0.63
22301,17993419,30656279,30,2018-05-27,0.11
22302,17996373,123407715,3,2019-06-23,3.41
22303,17997486,123690850,10,2019-06-13,0.17
22304,18003918,10549792,4,2018-01-02,0.08
22305,18004335,5490071,3,2019-07-04,3.78
22306,18004987,109854433,2,2019-06-24,2.78
22307,18005542,6122006,1,2019-06-09,2.83
22308,18005789,766182,30,2019-04-17,0.36
22309,18005835,32806463,1,,
22310,18006003,91261577,4,2017-08-27,0.15
22311,18006977,886646,2,2018-12-30,0.2
22312,18007393,106232698,4,2019-05-22,1.1
22313,18007671,73228035,1,2017-04-17,0.07
22314,18008937,82933489,2,2018-10-07,0.33
22315,18010406,123818434,2,2019-06-02,0.85
22316,18010510,123646786,2,2019-07-01,1.53
22317,18012028,25036260,1,2019-06-17,1.86
22318,18013489,23390186,1,2019-06-08,0.41
22319,18015606,96669597,28,2019-02-22,0.31
22320,18016642,103995602,2,2019-06-20,3.75
22321,18018424,123894644,12,2017-11-19,0.16
22322,18018752,63749946,7,2019-06-05,2.92
22323,18020906,123920566,1,2019-06-30,1.85
22324,18022545,40549648,22,2019-06-01,1.35
22325,18022636,208565,1,2019-06-09,3.49
22326,18023284,36457711,4,2017-12-29,0.26
22327,18023825,24594555,2,2019-07-06,3.19
22328,18023847,123953691,2,2019-06-25,2.07
22329,18024380,22284124,4,2017-08-26,0.08
22330,18024561,47536613,3,2019-06-23,2.89
22331,18024760,96718265,1,,
22332,18024772,4857042,1,2019-07-01,3.87
22333,18024956,15185649,2,2019-06-21,4.93
22334,18025200,123968750,3,,
22335,18025228,101736132,2,2017-10-07,0.44
22336,18025342,6752799,28,2017-07-02,0.04
22337,18033251,4435816,2,2018-10-21,0.72
22338,18034890,3660702,1,2019-06-22,4.81
22339,18037392,124082275,1,2019-06-16,2.69
22340,18039329,124106675,3,2017-05-07,0.15
22341,18040417,42287744,2,2018-08-16,0.65
22342,18040970,59156312,3,2019-06-08,1.8
22343,18041519,96560825,2,,
22344,18041862,124142417,2,2019-06-18,4.12
22345,18042238,100345999,5,2017-04-28,0.04
22346,18042742,35292326,1,2019-05-28,1.82
22347,18043457,15651644,3,2017-05-21,0.04
22348,18048473,42093468,5,2019-06-20,0.78
22349,18049856,51926018,14,,
22350,18050070,124218492,6,2019-06-07,0.74
22351,18050153,10621137,3,2017-08-12,0.04
22352,18051607,52577563,5,2017-09-16,0.08
22353,18051877,2675644,1,,
22354,18054268,271799,2,2019-06-17,3.51
22355,18055685,3167806,4,2019-06-25,0.65
22356,18057747,28642031,5,2017-08-12,0.04
22357,18059112,138243,2,2019-06-30,0.46
22358,18059231,5235811,1,,
22359,18059239,27159049,1,2017-06-04,0.29
22360,18059656,9030453,2,2019-07-03,1.04
22361,18061481,20691482,3,2019-05-20,0.78
22362,18062797,85316652,2,2018-09-11,1.37
22363,18063815,50366453,1,2017-06-11,0.11
22364,18066269,117492425,4,2019-06-26,3.71
22365,18066733,117492425,4,2018-07-25,0.16
22366,18068692,4191725,21,2017-12-05,0.05
22367,18068913,23944472,3,2019-02-18,0.59
22368,18069745,91184602,3,2019-01-01,1.38
22369,18070109,7860852,3,,
22370,18070342,17707106,2,2017-09-22,0.81
22371,18071246,79105834,1,2019-06-22,3.31
22372,18071374,48712266,5,2019-06-20,2.73
22373,18071399,113534805,1,,
22374,18071406,69572951,4,,
22375,18073738,512101,3,2019-06-02,0.81
22376,18074899,30283594,30,,
22377,18075511,43352661,1,2019-06-21,4.7
22378,18076273,1753130,5,2019-07-07,1.94
22379,18076385,65974774,7,,
22380,18076623,24467449,1,2019-04-15,0.74
22381,18076816,20600569,2,2019-06-21,3.57
22382,18076911,44924379,1,2019-05-30,1.41
22383,18077001,35163646,3,2018-01-02,0.05
22384,18077042,121093001,3,2019-06-22,3.59
22385,18077050,52711374,2,2017-11-26,0.44
22386,18077560,4047395,2,2019-06-03,1.4
22387,18077717,62680545,5,2017-08-04,0.08
22388,18077742,4004425,6,,
22389,18077746,3788839,30,2019-05-23,0.36
22390,18078720,124486054,3,,
22391,18079072,124491152,2,2019-06-22,5.12
22392,18080436,55981584,30,2019-06-15,0.22
22393,18086316,124550001,1,2017-12-19,0.05
22394,18086664,124554019,1,2019-06-27,1.38
22395,18087564,5735174,20,2019-06-30,0.65
22396,18089676,124580765,2,2019-06-30,3.17
22397,18090200,10472095,3,,
22398,18090441,60786164,1,2017-04-24,0.07
22399,18090927,686339,62,,
22400,18091187,124593127,1,2019-06-21,3.5
22401,18091600,709334,2,2019-04-17,0.55
22402,18091991,124593127,1,2019-06-11,3.61
22403,18092438,17428203,31,,
22404,18094196,16307239,7,2019-07-06,0.21
22405,18094212,121274,4,2019-01-23,0.21
22406,18094311,3191545,30,2018-05-31,0.07
22407,18094418,120250860,2,2019-06-15,0.82
22408,18095883,70774951,1,2019-06-23,6.92
22409,18102867,3632170,5,,
22410,18103710,22541573,30,,
22411,18104150,124702572,2,2019-06-14,0.46
22412,18104553,5479861,1,2019-06-12,0.7
22413,18105293,22541573,30,,
22414,18108134,7370191,2,2018-06-04,0.15
22415,18108590,13416818,2,2017-04-27,0.11
22416,18108648,124740003,3,2019-06-21,3.49
22417,18108849,124741583,5,2017-06-27,0.08
22418,18108981,124743046,4,2019-07-02,3.0
22419,18109817,51501835,30,2018-04-22,0.12
22420,18109852,5168429,4,2019-01-12,0.66
22421,18110008,9193506,2,2017-08-14,0.11
22422,18110654,9630989,2,2019-06-17,4.15
22423,18112181,16970101,2,2019-05-25,0.43
22424,18112517,122026078,2,2017-09-27,0.36
22425,18117334,3388950,4,2019-06-27,2.22
22426,18120094,24594940,5,2019-01-03,0.3
22427,18120248,6473469,3,2017-04-25,0.11
22428,18120592,124860677,2,2019-07-07,4.79
22429,18120946,9909635,1,2019-07-03,2.21
22430,18121314,1460313,5,2019-06-23,2.81
22431,18123155,124886133,30,2018-08-22,0.08
22432,18123185,71540662,6,2017-10-15,0.11
22433,18123540,54058956,2,,
22434,18124043,124898889,5,2018-01-02,0.26
22435,18124558,3084731,5,2019-06-28,1.77
22436,18133502,9909635,2,2019-06-29,1.23
22437,18134537,124999506,1,2017-04-22,0.11
22438,18134948,1746238,5,2019-01-01,2.22
22439,18136478,22511613,1,2018-05-28,0.23
22440,18136685,8740662,6,,
22441,18138307,17643263,2,2017-08-07,0.52
22442,18139095,3988482,3,2018-08-06,1.82
22443,18139171,5736671,5,2019-01-31,0.39
22444,18142309,32166735,5,2019-05-28,0.53
22445,18142333,107022433,2,2019-06-16,1.5
22446,18142927,69860334,3,2017-05-02,0.04
22447,18148158,124142417,2,2019-06-24,4.15
22448,18149668,54098346,1,2017-04-17,0.11
22449,18151035,3639678,5,2019-06-23,2.17
22450,18151976,2960920,1,2017-04-30,0.07
22451,18152140,109855383,3,2018-07-03,0.22
22452,18152217,22661810,4,2018-11-02,0.35
22453,18152855,17520527,3,2017-06-02,0.04
22454,18154888,3191545,30,,
22455,18155063,51501835,30,,
22456,18155865,125204273,3,,
22457,18156252,10695335,2,2019-03-27,0.67
22458,18156961,10121204,5,,
22459,18158353,6950091,1,2017-04-23,0.04
22460,18159239,3191545,30,2018-05-09,0.08
22461,18159825,23187808,1,2019-06-20,2.98
22462,18160364,106837455,29,2018-01-01,0.05
22463,18161036,4240419,2,2018-01-01,0.15
22464,18162965,98040412,1,,
22465,18169166,106837455,30,2017-05-31,0.04
22466,18170615,75810157,4,2017-06-29,0.11
22467,18171814,38041322,3,2017-08-30,0.07
22468,18173198,274333,1,2019-06-03,2.44
22469,18173787,26432133,1,2019-07-08,16.03
22470,18173989,3660702,1,2019-06-24,2.34
22471,18175051,9147284,1,2018-11-27,0.3
22472,18175061,125320407,2,2018-10-07,0.27
22473,18175675,2834168,6,2019-06-30,0.74
22474,18175743,40929418,1,,
22475,18176762,117840007,3,2017-10-23,0.19
22476,18176796,116723158,1,2019-07-07,4.53
22477,18176798,125398274,3,2018-07-23,0.26
22478,18177024,187912,1,2019-06-14,1.29
22479,18179365,51501835,30,2017-07-29,0.04
22480,18179735,26996515,2,2017-08-07,0.16
22481,18180304,7598580,6,2018-10-03,0.11
22482,18181620,501891,1,,
22483,18182282,3749703,2,,
22484,18182318,9563971,2,2019-04-02,0.18
22485,18188738,27403581,2,2019-04-16,1.95
22486,18188904,62639334,2,2019-06-10,0.34
22487,18188958,611109,1,2019-07-06,1.01
22488,18190480,28929752,3,2018-05-20,0.23
22489,18190894,17527788,1,2019-06-29,0.74
22490,18191456,5962328,30,2019-05-24,0.12
22491,18191892,28483768,4,2019-06-19,1.66
22492,18191934,71138930,2,2017-10-08,0.82
22493,18191965,125542850,3,2019-07-03,0.41
22494,18193397,125558761,2,2019-07-02,0.96
22495,18194415,125567809,1,,
22496,18194429,125565839,5,2017-10-01,0.44
22497,18194450,54289696,2,2019-06-09,2.99
22498,18194482,9945748,4,2017-10-02,0.48
22499,18195445,7433941,3,2019-05-17,0.64
22500,18196880,5378851,7,2018-10-21,0.09
22501,18196956,3859890,1,2019-03-21,0.38
22502,18197137,125557444,1,2019-01-17,0.27
22503,18197946,10127519,1,2018-05-31,0.22
22504,18198439,7380428,7,2019-07-01,1.39
22505,18198575,16091224,5,2019-06-29,0.64
22506,18201148,48205496,4,2019-06-26,3.44
22507,18201247,2856748,30,,
22508,18203651,649374,2,2017-11-15,0.71
22509,18205794,1448674,4,2019-06-09,1.25
22510,18206686,22541573,30,,
22511,18207319,125687221,3,2017-08-04,0.25
22512,18208285,43200701,1,2018-10-29,2.62
22513,18208738,20368225,2,2019-06-22,2.9
22514,18208811,20368225,1,2019-06-22,4.77
22515,18209427,2208374,3,2019-04-19,0.3
22516,18209795,35525179,1,2017-05-27,0.52
22517,18210358,76114242,1,,
22518,18210425,125717450,1,2018-12-18,0.19
22519,18210950,57571805,4,2017-09-27,0.08
22520,18211259,10285950,14,2017-07-04,0.04
22521,18213280,6726364,3,2017-07-13,0.11
22522,18213425,125746559,3,2018-08-20,0.81
22523,18214015,41874064,1,2019-07-02,4.29
22524,18215065,10366837,2,2019-06-15,3.19
22525,18216372,27966322,2,2017-05-18,0.08
22526,18221090,125821659,1,2019-06-19,0.32
22527,18221723,3591955,3,2019-06-25,1.01
22528,18221864,70601471,1,2019-06-24,4.9
22529,18221952,17247848,1,2019-05-22,1.2
22530,18222186,125833008,3,2017-05-31,0.08
22531,18222359,120804342,2,2019-07-05,4.22
22532,18223667,15069930,14,2017-04-27,0.04
22533,18225729,121400000,3,2018-09-24,0.6
22534,18225813,44785461,15,,
22535,18225912,3656008,3,2019-05-31,3.52
22536,18226037,29950960,4,2019-07-06,0.54
22537,18226108,57641560,4,2019-06-22,2.5
22538,18226843,3600065,2,2017-08-17,0.12
22539,18227315,87723508,30,2019-01-02,0.27
22540,18227529,21940966,2,2019-07-05,3.17
22541,18227645,20899650,1,2018-08-05,0.81
22542,18228187,123580100,1,2019-06-17,3.48
22543,18229274,125914985,6,2019-06-30,3.22
22544,18229365,6358504,5,2018-08-21,0.13
22545,18235200,62466309,2,2018-12-02,0.14
22546,18236999,23269913,2,2017-12-16,0.19
22547,18239613,28260191,35,2018-08-01,0.09
22548,18239623,22307295,1,,
22549,18239876,125589679,3,2019-06-21,2.66
22550,18239917,126015118,3,2019-01-02,0.36
22551,18240632,64425305,1,2017-06-05,0.11
22552,18240637,27442469,3,2017-05-01,0.04
22553,18240743,72603148,1,2019-07-07,2.09
22554,18240963,114736959,3,2019-07-05,1.95
22555,18241920,122495279,7,2017-09-04,0.08
22556,18242004,106932244,1,2017-05-29,0.15
22557,18248683,126101478,5,2017-05-03,0.04
22558,18249844,126110994,1,2017-07-20,0.93
22559,18251681,22769654,2,2019-06-21,4.04
22560,18252313,2331158,5,2017-11-18,0.12
22561,18252876,60022283,3,2019-05-25,0.61
22562,18253290,17049693,13,2017-08-28,0.33
22563,18253324,19377326,30,2018-07-17,1.02
22564,18253938,23168773,20,2018-01-03,0.72
22565,18254225,125654433,4,,
22566,18254259,3788839,28,2018-03-17,0.52
22567,18254314,100288,4,2017-12-12,0.42
22568,18254317,101262003,1,,
22569,18255124,64351850,7,2018-12-11,0.37
22570,18255225,43089949,5,2019-06-23,1.01
22571,18255869,126176275,30,2019-06-26,1.29
22572,18256895,122265852,1,2019-06-30,5.88
22573,18257701,125585107,2,2017-05-16,0.08
22574,18263839,57192926,3,2019-06-29,3.28
22575,18264166,126247863,1,2019-06-23,4.02
22576,18264659,63417081,30,2018-08-18,0.14
22577,18264726,18184562,4,2017-04-21,0.07
22578,18265387,99608108,2,2019-06-03,0.89
22579,18266105,4393578,30,2019-04-09,2.55
22580,18266775,99608108,2,2019-06-23,1.33
22581,18268053,3250450,31,2019-05-12,0.16
22582,18268257,3955533,5,2018-07-10,0.46
22583,18269285,126292511,3,2017-10-08,0.24
22584,18270109,99608108,2,2019-06-22,1.49
22585,18270199,13058935,5,,
22586,18271282,126311719,30,2018-12-01,0.26
22587,18271460,106130636,3,2017-05-29,0.04
22588,18271718,40883799,1,2019-06-28,3.15
22589,18272185,1495058,60,2017-05-09,0.08
22590,18272753,20175399,2,2017-10-22,0.61
22591,18273151,125438374,1,,
22592,18273542,9909635,1,2018-08-12,0.52
22593,18274232,21380187,2,2019-06-23,1.31
22594,18274492,5949541,3,2019-06-30,2.55
22595,18275502,87766324,2,2019-06-15,3.32
22596,18276042,39442448,5,2017-05-21,0.04
22597,18283136,44453334,4,,
22598,18283367,126420866,5,2017-05-20,0.08
22599,18283511,122265852,1,2019-06-30,4.96
22600,18283646,28462809,2,2019-05-04,0.69
22601,18285079,13816539,2,2019-05-31,0.92
22602,18286031,77501050,1,2017-11-26,0.79
22603,18286212,126444590,7,2019-06-15,0.36
22604,18286232,18167404,1,,
22605,18286926,126451493,1,2019-06-15,1.07
22606,18287688,57531995,1,2018-04-29,0.62
22607,18287772,126168966,1,2019-07-01,5.74
22608,18288169,1918417,2,2017-06-05,0.04
22609,18288371,8008110,6,2019-05-20,1.36
22610,18288391,68579384,14,2017-09-04,0.16
22611,18288660,32304780,30,2019-04-28,0.42
22612,18288774,17393160,4,2017-05-25,0.11
22613,18288828,126168966,1,2019-06-30,5.45
22614,18290402,3140916,28,2017-05-24,0.15
22615,18290561,9777215,3,2019-06-19,2.67
22616,18290841,33608519,1,,
22617,18291430,18692297,5,2019-06-30,0.69
22618,18291740,2308459,3,2019-07-01,0.24
22619,18291916,33943711,4,2017-10-15,0.3
22620,18294238,120767920,3,2019-06-30,3.28
22621,18297633,13540183,2,,
22622,18303895,126592760,2,2019-07-02,3.67
22623,18305649,95994558,3,,
22624,18305741,72603148,1,2019-03-20,0.48
22625,18306436,33646389,10,2018-09-02,0.23
22626,18306444,114548258,1,2019-06-25,3.19
22627,18306713,67986867,3,2017-10-23,0.18
22628,18307376,26634538,2,2018-04-02,0.26
22629,18308486,126632094,2,2019-06-08,1.16
22630,18309354,55778523,1,2017-05-22,0.15
22631,18309683,126643339,4,2017-05-22,0.26
22632,18309885,3341119,2,2019-06-01,1.65
22633,18310427,63417081,30,2019-01-07,0.24
22634,18311851,126663154,2,2019-06-20,0.11
22635,18312034,37901086,1,2019-07-03,1.0
22636,18312568,4111729,5,2019-06-27,2.67
22637,18312612,63238467,4,2019-06-26,3.03
22638,18313862,1507779,14,2019-06-08,0.34
22639,18313864,22591747,4,2019-06-15,1.46
22640,18314102,64964534,1,2019-06-24,5.63
22641,18314397,94648262,3,2019-06-23,2.92
22642,18314459,72377141,6,2019-01-06,0.13
22643,18314930,5641114,2,2019-06-27,1.11
22644,18324607,17449165,2,2017-12-31,0.27
22645,18325063,20017962,3,2019-05-30,0.42
22646,18326156,42928837,4,2018-10-08,0.23
22647,18326238,2141311,2,,
22648,18327453,5140287,2,2018-05-06,0.32
22649,18327630,125545452,5,2019-06-24,3.15
22650,18329309,27670418,9,2018-10-17,0.48
22651,18329545,106068562,1,2017-09-04,0.04
22652,18329982,7503643,30,,
22653,18330221,22089161,1,,
22654,18330346,327033,3,2017-08-29,0.26
22655,18331097,120767920,2,2019-07-08,2.37
22656,18331925,1390999,40,,
22657,18332922,3859814,5,2019-06-15,2.01
22658,18338709,15303279,1,2017-05-07,0.04
22659,18338719,25221153,3,,
22660,18340320,81671685,1,2019-06-24,0.15
22661,18340498,33723491,2,2017-09-29,0.27
22662,18340599,66064924,2,2019-05-27,1.92
22663,18341576,4213096,30,2019-05-09,0.12
22664,18342361,126922318,3,2019-06-27,2.93
22665,18342727,33870377,4,2017-05-07,0.07
22666,18347330,36678842,3,2018-01-02,0.08
22667,18347469,126973731,1,2017-05-21,0.15
22668,18348443,26091462,1,2017-05-24,0.11
22669,18348512,126984603,5,2019-07-06,1.2
22670,18353019,40972641,1,2017-09-01,0.3
22671,18354443,12144814,30,2019-01-02,0.13
22672,18354821,832695,1,2018-10-30,0.23
22673,18355480,16718650,1,,
22674,18356695,5143286,14,2018-08-23,0.21
22675,18357504,5454042,2,2017-11-06,0.52
22676,18357865,3404698,30,2017-04-30,0.04
22677,18357947,8541180,1,2019-06-19,2.25
22678,18358279,44852596,3,2019-07-01,0.72
22679,18358343,127080012,4,2018-04-30,0.95
22680,18358363,40532977,30,2018-10-31,0.61
22681,18358437,41869754,2,2019-06-24,1.38
22682,18358470,7503643,30,2018-10-31,0.28
22683,18358606,122877644,2,2019-06-20,3.29
22684,18358621,3169815,1,2019-07-06,3.63
22685,18358644,127082964,3,2018-04-22,0.47
22686,18359115,43887030,10,2019-04-19,0.16
22687,18359426,82562435,1,2019-04-12,2.35
22688,18359593,127092689,20,,
22689,18360149,34918098,2,,
22690,18361045,11553221,1,2019-05-27,0.59
22691,18361390,127113351,7,2018-09-01,0.21
22692,18362628,22866591,2,2017-07-19,0.16
22693,18366609,127164761,1,2018-07-02,0.55
22694,18366942,127080164,2,,
22695,18369169,32044305,4,2019-07-01,3.42
22696,18369887,2946771,2,2019-05-27,1.48
22697,18370699,36883838,2,2019-06-26,0.76
22698,18370979,127196839,2,2019-06-15,2.11
22699,18371333,7496038,2,2019-06-09,0.91
22700,18372104,127218433,30,2018-12-15,0.16
22701,18373279,8221838,30,2018-09-02,0.1
22702,18373404,14588919,1,2019-06-22,4.96
22703,18374250,66961768,1,2017-09-19,0.34
22704,18374647,88734376,2,2019-06-23,2.69
22705,18375021,3788839,28,2019-04-30,0.35
22706,18375246,127250455,2,2018-07-29,0.3
22707,18375685,76225580,2,2019-07-07,4.0
22708,18375815,127249880,2,2019-05-28,1.27
22709,18377036,13649613,3,2019-05-27,2.15
22710,18381623,23036053,4,2019-06-29,2.46
22711,18385188,127341412,2,2019-07-07,3.88
22712,18386105,126501524,3,2019-07-02,1.6
22713,18386307,7245581,110,2019-05-25,0.26
22714,18386494,17930,2,2019-06-24,3.78
22715,18386915,32706119,2,2019-06-10,3.24
22716,18387366,88314328,2,2017-10-29,0.14
22717,18387744,47550622,1,2017-08-26,0.23
22718,18387798,126929216,14,2019-06-07,0.42
22719,18388152,126929216,15,2019-05-31,0.16
22720,18388706,18767676,3,,
22721,18389694,43107610,4,2017-04-30,0.07
22722,18390143,91167002,2,2019-06-13,1.25
22723,18390316,126632094,2,2019-04-23,0.49
22724,18390907,3695964,1,2019-06-14,1.53
22725,18391905,501456,2,2019-06-23,3.11
22726,18392140,2828476,14,2017-07-01,0.04
22727,18392309,7426741,2,2017-07-02,0.12
22728,18393354,2845,1,2018-07-18,0.08
22729,18393650,18784994,14,,
22730,18393805,127412674,2,2019-06-18,2.69
22731,18394653,44140036,2,2019-04-01,0.81
22732,18396197,23722638,4,2017-12-26,0.16
22733,18396281,228252,14,2018-09-30,0.29
22734,18397006,127449170,1,,
22735,18397124,127450854,1,2019-04-28,0.87
22736,18399865,2552603,1,2019-06-13,3.97
22737,18402330,33434914,2,2019-07-07,3.36
22738,18402568,33434914,2,2019-07-02,2.89
22739,18404373,10593759,1,2018-12-24,0.27
22740,18404432,104170260,4,2017-07-09,0.04
22741,18404936,63417081,30,2018-07-15,0.18
22742,18406606,35387196,7,2018-08-16,0.09
22743,18407251,10335937,3,2018-04-06,0.9
22744,18407764,31681589,2,2017-05-08,0.15
22745,18408236,124287074,2,2019-06-14,2.25
22746,18409148,20242206,10,2017-05-07,0.08
22747,18410069,7934771,7,2019-02-18,0.47
22748,18410445,63408461,2,2019-06-17,3.84
22749,18411056,127567480,1,2019-07-07,5.05
22750,18411446,10366837,2,2019-06-23,3.38
22751,18411925,38886949,1,2017-05-04,0.04
22752,18412771,127583166,21,2018-11-18,0.52
22753,18414310,72603148,1,2019-04-15,1.41
22754,18415505,11191325,5,2019-04-30,1.32
22755,18415952,39619320,1,2017-06-29,0.23
22756,18423707,15786933,7,,
22757,18423938,22541573,30,,
22758,18424903,2948325,3,2019-06-30,2.03
22759,18424928,1507779,3,2019-03-08,0.21
22760,18425106,22541573,30,2019-03-10,0.25
22761,18425988,92634775,1,2017-05-16,0.11
22762,18427825,127539184,3,2019-06-23,1.45
22763,18429093,113805886,31,2019-04-10,0.29
22764,18429435,127560222,1,2019-05-24,0.26
22765,18430588,63417081,30,2019-05-12,0.28
